date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:37:09	111/111	---MCZ	200	added ('OK')	text/plain	etag:%224913-1716233701;gz%22	https://izdeen.com/robots.txt		(from )
17:37:10	156257/156257	---MCZ	200	added ('OK')	text/html	etag:%225406-1716284231;gz%22	https://izdeen.com/biodata-ustaz-auni-mohamad/	C:/koleksi-koleksi%20Ustaz%20Auni/Izdeen/izdeen.com/biodata-ustaz-auni-mohamad/index.html	(from )
17:37:10	3180/3180	---M--	200	added ('OK')	image/gif	etag:%22c6c-663b2669-d322d3eb2230081c;;;%22	https://izdeen.com/wp-content/plugins/wpdiscuz/assets/img/loading.gif	C:/koleksi-koleksi%20Ustaz%20Auni/Izdeen/izdeen.com/wp-content/plugins/wpdiscuz/assets/img/loading.gif	(from https://izdeen.com/biodata-ustaz-auni-mohamad/)
17:37:11	27801/27801	---M-Z	200	added ('OK')	text/css	etag:%226c99-664590f4-24bbd7443d65f2b7;gz%22	https://izdeen.com/wp-content/litespeed/ucss/4d306272f3f250f78709f375cb90aaa7.css?ver=2528e	C:/koleksi-koleksi%20Ustaz%20Auni/Izdeen/izdeen.com/wp-content/litespeed/ucss/4d306272f3f250f78709f375cb90aaa72b9a.css	(from https://izdeen.com/biodata-ustaz-auni-mohamad/)
17:37:11	1353/1353	---M-Z	200	added ('OK')	application/x-javascript	etag:%22549-662b54b4-57e80d6fe377a91f;gz%22	https://izdeen.com/wp-content/plugins/litespeed-cache/assets/js/css_async.min.js	C:/koleksi-koleksi%20Ustaz%20Auni/Izdeen/izdeen.com/wp-content/plugins/litespeed-cache/assets/js/css_async.min.js	(from https://izdeen.com/biodata-ustaz-auni-mohamad/)
17:37:11	38765/38765	---M--	200	added ('OK')	image/jpeg	etag:%22976d-663848b3-89085bbd60b3a144;;;%22	https://izdeen.com/wp-content/uploads/2022/01/Islamic-mosque-with-black-background-vector-06.jpg	C:/koleksi-koleksi%20Ustaz%20Auni/Izdeen/izdeen.com/wp-content/uploads/2022/01/Islamic-mosque-with-black-background-vector-06.jpg	(from https://izdeen.com/biodata-ustaz-auni-mohamad/)
17:37:11	792/792	---M-Z	200	added ('OK')	application/rss+xml	etag:%22f84e0df9e5f5c1469243ca9b954c9976%22	https://izdeen.com/biodata-ustaz-auni-mohamad/feed/	C:/koleksi-koleksi%20Ustaz%20Auni/Izdeen/izdeen.com/biodata-ustaz-auni-mohamad/feed/index.html	(from https://izdeen.com/biodata-ustaz-auni-mohamad/)
17:37:12	96172/96172	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2021%20May%202024%2009:37:12%20GMT	https://izdeen.com/biodata-ustaz-auni-mohamad/GET	C:/koleksi-koleksi%20Ustaz%20Auni/Izdeen/izdeen.com/biodata-ustaz-auni-mohamad/GET	(from https://izdeen.com/biodata-ustaz-auni-mohamad/)
17:37:12	96172/96172	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2021%20May%202024%2009:37:12%20GMT	https://izdeen.com/biodata-ustaz-auni-mohamad/Edg/	C:/koleksi-koleksi%20Ustaz%20Auni/Izdeen/izdeen.com/biodata-ustaz-auni-mohamad/Edg/index.html	(from https://izdeen.com/biodata-ustaz-auni-mohamad/)
17:37:12	96172/96172	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2021%20May%202024%2009:37:13%20GMT	https://izdeen.com/biodata-ustaz-auni-mohamad/+/	C:/koleksi-koleksi%20Ustaz%20Auni/Izdeen/izdeen.com/biodata-ustaz-auni-mohamad/+/index.html	(from https://izdeen.com/biodata-ustaz-auni-mohamad/)
17:37:12	582/582	---M--	200	added ('OK')	image/png	etag:%22246-663aedf9-dfe641628b357328;;;%22	https://izdeen.com/wp-content/uploads/2022/10/moon-removebg-preview.png	C:/koleksi-koleksi%20Ustaz%20Auni/Izdeen/izdeen.com/wp-content/uploads/2022/10/moon-removebg-preview.png	(from https://izdeen.com/biodata-ustaz-auni-mohamad/)
